Brand_name,TOn,Condenser_Coil,Power_Consumption,RefrigeranT,Noise_level,STAR,Ratings,Price,Image_url
Panasonic,1.5,copper_condenser_coil,1650,R-32,48,4.5,152,43000,https://rukminim1.flixcart.com/image/312/312/kd4uj680/air-conditioner-new/z/h/y/cs-cu-ru18vkyw-inverter-r32-mps-1-5-split-panasonic-inverter-original-imafu44gx24xf5fw.jpeg?q=70
Panasonic,1.5,copper_condenser_coil,1770,R-32,48,4.3,10156,36990,https://rukminim1.flixcart.com/image/312/312/l0r1j0w0/air-conditioner-new/n/i/w/-original-imagcgg5ktjp2p3j.jpeg?q=70
Panasonic,1.5,copper_condenser_coil,840.75,R-32,46,4.3,10156,42990,https://rukminim1.flixcart.com/image/312/312/l0r1j0w0/air-conditioner-new/n/i/w/-original-imagcgg5ktjp2p3j.jpeg?q=70
LIVPURE,1.5,copper_condenser_coil,1600,R-32,48,4.2,2586,36990,https://rukminim1.flixcart.com/image/312/312/kn7sdjk0/air-conditioner-new/s/w/i/hks-in18k3s19a-split-livpure-inverter-original-imagfxxhxuvy6v9a.jpeg?q=70
Panasonic,1.5,copper_condenser_coil,1770,R-32,48,4.3,10156,36990,https://rukminim1.flixcart.com/image/312/312/l0r1j0w0/air-conditioner-new/n/i/w/-original-imagcgg5ktjp2p3j.jpeg?q=70
SAMSUNG,2,copper_condenser_coil,1820,R-32,35,2.3,0,47879,https://rukminim1.flixcart.com/image/312/312/l0lbrm80/air-conditioner-new/w/e/s/-original-imagcbtzjf2f2ekf.jpeg?q=70
Haier,2,copper_condenser_coil,1937,R-32,40,3.3,0,39490,https://rukminim1.flixcart.com/image/312/312/k8j3gcw0/air-conditioner-new/4/7/f/hsu22t-tfw1b-2-split-fixed-speed-haier-original-imafqjywwxzb8ega.jpeg?q=70
Croma,1.5,copper_condenser_coil,1570,R-32,49,3.8,75,28490,https://rukminim1.flixcart.com/image/312/312/l1pc3gw0/air-conditioner-new/y/e/h/-original-imagd7qhxffd2ksw.jpeg?q=70
Daikin,1.5,copper_condenser_coil,1602,R-32,32,3.0,0,41990,https://rukminim1.flixcart.com/image/312/312/l01blow0/air-conditioner-new/k/r/a/-original-imagbwukgufc8tjc.jpeg?q=70
Panasonic,1.5,copper_condenser_coil,840.75,R-32,46,4.3,10156,42990,https://rukminim1.flixcart.com/image/312/312/l0r1j0w0/air-conditioner-new/n/i/w/-original-imagcgg5ktjp2p3j.jpeg?q=70
Whirlpool,1,copper_condenser_coil,758.86,R-32,37,3.9,0,31990,https://rukminim1.flixcart.com/image/312/312/kae95e80/air-conditioner-new/c/z/j/3d-cool-elite-pro-1-split-inverter-whirlpool-original-imafrz8yefufzd9k.jpeg?q=70
Panasonic,1,copper_condenser_coil,990,R-32,45,4.3,10156,36490,https://rukminim1.flixcart.com/image/312/312/l0sgyvk0/air-conditioner-new/4/8/i/-original-imagchbyyxgnsztk.jpeg?q=70
Daikin,1.5,copper_condenser_coil,1740,R-32,35,4.0,0,42990,https://rukminim1.flixcart.com/image/312/312/k0r15e80/air-conditioner-new/v/a/g/ftkt50tv16u-1-5-split-inverter-daikin-original-imafkhgg6z3pbksc.jpeg?q=70
Voltas,1.5,copper_condenser_coil,1540,R-32,46,4.2,678,0,https://rukminim1.flixcart.com/image/312/312/l3bx5e80/air-conditioner-new/x/8/y/-original-imagegwzvm77vfwt.jpeg?q=70
Daikin,0.8,copper_condenser_coil,709,R-32,43,4.1,907,26999,https://rukminim1.flixcart.com/image/312/312/kzrbiq80/air-conditioner-new/x/9/6/-original-imagbp2vmjdwthw6.jpeg?q=70
Croma,1.5,copper_condenser_coil,1570,R-32,49,3.8,75,28490,https://rukminim1.flixcart.com/image/312/312/l1pc3gw0/air-conditioner-new/y/e/h/-original-imagd7qhxffd2ksw.jpeg?q=70
Whirlpool,4,copper_condenser_coil,840,R-32,31,4.0,5181,34990,https://rukminim1.flixcart.com/image/312/312/l0pm3680/air-conditioner-new/1/s/x/-original-imagcfvuqf8tezzr.jpeg?q=70
Daikin,1.5,copper_condenser_coil,1290,R-32,47,4.3,109,46990,https://rukminim1.flixcart.com/image/312/312/l31x2fk0/air-conditioner-new/j/t/t/-original-image98gshgf5hnr.jpeg?q=70
Panasonic,1.5,copper_condenser_coil,840.75,R-32,46,4.3,10156,42990,https://rukminim1.flixcart.com/image/312/312/l0r1j0w0/air-conditioner-new/n/i/w/-original-imagcgg5ktjp2p3j.jpeg?q=70
Voltas,1.5,copper_condenser_coil,1690,R-32,46,4.0,837,32990,https://rukminim1.flixcart.com/image/312/312/l27wtjk0/air-conditioner-new/h/0/i/-original-imagdhv8jdszr6zz.jpeg?q=70
SAMSUNG,1.5,copper_condenser_coil,1490,R-32,45,4.1,447,35490,https://rukminim1.flixcart.com/image/312/312/ky3b0y80/air-conditioner-new/2/4/g/-original-imagae8qmgmdsufu.jpeg?q=70
Voltas,1.5,copper_condenser_coil,1729,R-32,58,4.3,5995,28999,https://rukminim1.flixcart.com/image/312/312/jy3anbk0/air-conditioner-new/z/b/y/183-dza-r32-1-5-window-fixed-speed-voltas-original-imafgbz9hpnkwhs4.jpeg?q=70
SAMSUNG,1.5,copper_condenser_coil,1490,R-32,45,4.2,24780,36499,https://rukminim1.flixcart.com/image/312/312/ky3b0y80/air-conditioner-new/j/h/w/-original-imagae8qqrkkm9zv.jpeg?q=70
Whirlpool,4,copper_condenser_coil,1450,R-32,45,4.0,3068,32490,https://rukminim1.flixcart.com/image/312/312/kyt0ya80/air-conditioner-new/e/o/5/-original-imagayahvzg5hhsr.jpeg?q=70
Lloyd,1.5,copper_condenser_coil,1087.62,R-32,42,4.1,417,34499,https://rukminim1.flixcart.com/image/312/312/l0wrafk0/air-conditioner-new/n/n/b/-original-imagch5mgjuzf5t6.jpeg?q=70
Panasonic,1.5,copper_condenser_coil,1770,R-32,48,4.3,10156,36990,https://rukminim1.flixcart.com/image/312/312/l0r1j0w0/air-conditioner-new/n/i/w/-original-imagcgg5ktjp2p3j.jpeg?q=70
Lloyd,1,copper_condenser_coil,735.4,R-32,40,4.1,417,29499,https://rukminim1.flixcart.com/image/312/312/l0wrafk0/air-conditioner-new/n/n/b/-original-imagch5mgjuzf5t6.jpeg?q=70
Godrej,1.5,copper_condenser_coil,840.2,R-32,43,4.4,237,39990,https://rukminim1.flixcart.com/image/312/312/l1fc0i80/air-conditioner-new/i/7/k/-original-imagczpgw6hrhbdb.jpeg?q=70
Panasonic,1,copper_condenser_coil,990,R-32,45,4.3,10156,36490,https://rukminim1.flixcart.com/image/312/312/l0sgyvk0/air-conditioner-new/4/8/i/-original-imagchbyyxgnsztk.jpeg?q=70
Voltas,0.8,copper_condenser_coil,826,R22/ R-32,46,4.1,3277,26499,https://rukminim1.flixcart.com/image/312/312/k5o7r0w0/air-conditioner-new/j/g/k/sac-103-dzx-0-8-split-fixed-speed-voltas-original-imafzavu7ufmsetd.jpeg?q=70
Panasonic,2,copper_condenser_coil,1264.42,R-32,50,4.3,10156,51990,https://rukminim1.flixcart.com/image/312/312/kltryq80/air-conditioner-new/1/y/i/cs-su24xkyw-cu-su24xkyw-split-panasonic-inverter-original-imagyugn6kptwwuz.jpeg?q=70
Godrej,1.5,copper_condenser_coil,840.2,R-32,43,4.4,237,39990,https://rukminim1.flixcart.com/image/312/312/l1fc0i80/air-conditioner-new/i/7/k/-original-imagczpgw6hrhbdb.jpeg?q=70
Voltas,1.5,copper_condenser_coil,1750,R-32,43,4.2,1258,39999,https://rukminim1.flixcart.com/image/312/312/jy4q3680/air-conditioner-new/f/f/n/185v-ads-1-5-split-inverter-voltas-original-imafggygae8khdks.jpeg?q=70
LG,1.5,copper_condenser_coil,5000,R-32 Refrigerant,44,4.3,2273,36999,https://rukminim1.flixcart.com/image/312/312/jua4djk0/air-conditioner-new/f/r/q/jw-q18wuza-1-5-window-lg-fixed-speed-original-imaffg2mbghyfcgb.jpeg?q=70
Croma,1.5,copper_condenser_coil,1570,R-32,49,3.8,75,28490,https://rukminim1.flixcart.com/image/312/312/l1pc3gw0/air-conditioner-new/y/e/h/-original-imagd7qhxffd2ksw.jpeg?q=70
MarQ,By,copper_condenser_coil,841.63,R-32,40,3.9,594,26499,https://rukminim1.flixcart.com/image/312/312/kzfvzww0/air-conditioner-new/i/i/j/-original-imagbgcfwjejfshr.jpeg?q=70
SAMSUNG,Super,copper_condenser_coil,1350,R-32,45,4.3,151,44999,https://rukminim1.flixcart.com/image/312/312/kyag87k0/air-conditioner-new/a/i/w/-original-imagajw3gkkjm72y.jpeg?q=70
Whirlpool,4,copper_condenser_coil,560.34,R-32,45,4.0,3068,34999,https://rukminim1.flixcart.com/image/312/312/klgx0280/air-conditioner-new/d/e/d/magicool-convert-split-whirlpool-inverter-original-imagyhgyfqfsnmgg.jpeg?q=70
Hisense,4-in-1,copper_condenser_coil,939.66,R-32,49,4.2,1572,33500,https://rukminim1.flixcart.com/image/312/312/l4rd0280/air-conditioner-new/v/l/b/-original-imagfkxvgdyz8d6v.jpeg?q=70
Blue,Star,copper_condenser_coil,1430,R - 34,38,4.2,745,35990,https://rukminim1.flixcart.com/image/312/312/l0lbrm80/air-conditioner-new/5/0/i/-original-imagcchg6sfr2zdd.jpeg?q=70
LG,1.5,copper_condenser_coil,5800,R-32,31,3.8,0,41928,https://rukminim1.flixcart.com/image/312/312/l05lx8w0/air-conditioner-new/a/g/f/-original-imagcyefeyhpudft.jpeg?q=70
SAMSUNG,1.5,copper_condenser_coil,1490,R-32,45,4.2,24780,36499,https://rukminim1.flixcart.com/image/312/312/ky3b0y80/air-conditioner-new/j/h/w/-original-imagae8qqrkkm9zv.jpeg?q=70
Blue,Star,copper_condenser_coil,955,R - 38,44,4.2,3211,39290,https://rukminim1.flixcart.com/image/312/312/l0lbrm80/air-conditioner-new/j/1/s/-original-imagccjyemgycszp.jpeg?q=70
Godrej,1.5,copper_condenser_coil,840.2,R-32,43,4.7,0,36999,https://rukminim1.flixcart.com/image/312/312/l1fc0i80/air-conditioner-new/i/7/k/-original-imagczpgw6hrhbdb.jpeg?q=70
Daikin,1.5,copper_condenser_coil,1278,R-32,44,4.1,907,39320,https://rukminim1.flixcart.com/image/312/312/kzrbiq80/air-conditioner-new/u/z/z/-original-imagbp2vubgfzxeg.jpeg?q=70
Panasonic,1,copper_condenser_coil,990,R-32,45,4.3,10156,36490,https://rukminim1.flixcart.com/image/312/312/l0sgyvk0/air-conditioner-new/4/8/i/-original-imagchbyyxgnsztk.jpeg?q=70
Panasonic,1.5,copper_condenser_coil,840.75,R-32,46,4.3,10156,42990,https://rukminim1.flixcart.com/image/312/312/l0r1j0w0/air-conditioner-new/n/i/w/-original-imagcgg5ktjp2p3j.jpeg?q=70
IFB,1.5,copper_condenser_coil,1088,R-32,39,4.1,1076,34990,https://rukminim1.flixcart.com/image/312/312/kt7jv680/air-conditioner-new/f/q/e/iaci183f3g3c-split-dual-inverter-ifb-original-imag6hzythk2pmzq.jpeg?q=70
LG,Super,copper_condenser_coil,1050.84,R-32,26,4.0,1227,35999,https://rukminim1.flixcart.com/image/312/312/kyt0ya80/air-conditioner-new/a/u/8/-original-imagay8qzzvnkxvp.jpeg?q=70
Panasonic,1.5,copper_condenser_coil,1770,R-32,48,4.3,10156,36990,https://rukminim1.flixcart.com/image/312/312/l0r1j0w0/air-conditioner-new/n/i/w/-original-imagcgg5ktjp2p3j.jpeg?q=70
CARRIER,4,copper_condenser_coil,1500,R-32,38,4.3,9692,41999,https://rukminim1.flixcart.com/image/312/312/klfhk7k0/air-conditioner-new/u/i/4/18k-5-star-ester-nxi-hybridjet-inverter-r32-split-ac-split-original-imagyk2qgejvdhas.jpeg?q=70
Lloyd,1.5,copper_condenser_coil,1114.71,R-32,52,4.1,360,30999,https://rukminim1.flixcart.com/image/312/312/l30hmkw0/air-conditioner-new/k/q/q/-original-image87v8ysyghxn.jpeg?q=70
CARRIER,1.5,copper_condenser_coil,1522,R-32,58,4.2,810,35999,https://rukminim1.flixcart.com/image/312/312/l13whow0/air-conditioner-new/f/t/y/-original-imagcqpexcjyzuhe.jpeg?q=70
Hisense,4-in-1,copper_condenser_coil,960,R-32,44,4.2,1572,32000,https://rukminim1.flixcart.com/image/312/312/l4rd0280/air-conditioner-new/v/l/b/-original-imagfkxvgdyz8d6v.jpeg?q=70
SAMSUNG,1.5,copper_condenser_coil,1380,R-32,59,4.2,0,41975,https://rukminim1.flixcart.com/image/312/312/l0y6qa80/air-conditioner-new/o/w/e/-original-imagcmjjmbj4xfqy.jpeg?q=70
Hitachi,1.5,copper_condenser_coil,1134.28,R-32,50,3.9,2229,35490,https://rukminim1.flixcart.com/image/312/312/kn7sdjk0/air-conditioner-new/k/o/4/raw518hedo-window-hitachi-fixed-speed-original-imagfy3cmnm7m4wg.jpeg?q=70
Panasonic,1,copper_condenser_coil,990,R-32,45,4.3,10156,36490,https://rukminim1.flixcart.com/image/312/312/l0sgyvk0/air-conditioner-new/4/8/i/-original-imagchbyyxgnsztk.jpeg?q=70
Daikin,1,copper_condenser_coil,1110,R-32,26,4.2,2468,34490,https://rukminim1.flixcart.com/image/312/312/kkyc9zk0/air-conditioner-new/x/w/a/mtkl50tv16v-rkl50tv16v-c-split-inverter-daikin-original-imagy6kh7sp8mhqh.jpeg?q=70
Panasonic,1.5,copper_condenser_coil,1770,R-32,48,4.3,10156,36990,https://rukminim1.flixcart.com/image/312/312/l0r1j0w0/air-conditioner-new/n/i/w/-original-imagcgg5ktjp2p3j.jpeg?q=70
Daikin,1,copper_condenser_coil,940,R-32,42,4.2,939,40599,https://rukminim1.flixcart.com/image/312/312/kzrbiq80/air-conditioner-new/j/5/k/-original-imagbp2xf2uuhmaf.jpeg?q=70
Croma,1.5,copper_condenser_coil,1570,R-32,49,3.8,75,28490,https://rukminim1.flixcart.com/image/312/312/l1pc3gw0/air-conditioner-new/y/e/h/-original-imagd7qhxffd2ksw.jpeg?q=70
Voltas,1,copper_condenser_coil,1130,R-32,41.5,4.4,0,31990,https://rukminim1.flixcart.com/image/312/312/kae95e80/air-conditioner-new/z/n/u/123v-czt3-1-split-inverter-voltas-original-imafrz8yr9z99q9h.jpeg?q=70
Hitachi,1,copper_condenser_coil,965,R410a,35,4.5,0,37949,https://rukminim1.flixcart.com/image/312/312/kzd147k0/air-conditioner-new/p/r/3/-original-imagbdek69fmt2uc.jpeg?q=70
CARRIER,Flexicool,copper_condenser_coil,2010,R-32,39,4.2,685,51900,https://rukminim1.flixcart.com/image/312/312/l01blow0/air-conditioner-new/4/2/p/-original-imagbwxsqmeudfzg.jpeg?q=70
Panasonic,1.5,copper_condenser_coil,840.75,R-32,46,4.3,10156,42990,https://rukminim1.flixcart.com/image/312/312/l0r1j0w0/air-conditioner-new/n/i/w/-original-imagcgg5ktjp2p3j.jpeg?q=70
LG,1,copper_condenser_coil,1080,R-32,21,4.4,3900,37500,https://rukminim1.flixcart.com/image/312/312/jza5uvk0/air-conditioner-new/j/n/c/ks-q18enza-1-5-split-inverter-lg-original-imafjbvegrfhtrjk.jpeg?q=70
Godrej,2,copper_condenser_coil,1625,R-32,53,4.6,0,32990,https://rukminim1.flixcart.com/image/312/312/k6pd7680/air-conditioner-new/d/y/h/ac-2t-gwc-24utc3-wsa-3s-2-window-fixed-speed-godrej-original-imafp3zhqygczfdc.jpeg?q=70
Panasonic,1,copper_condenser_coil,1095,R-32,45,4.3,10156,32999,https://rukminim1.flixcart.com/image/312/312/l0sgyvk0/air-conditioner-new/4/8/i/-original-imagchbyyxgnsztk.jpeg?q=70
SAMSUNG,1.5,copper_condenser_coil,1490,R-32,45,4.2,24780,36499,https://rukminim1.flixcart.com/image/312/312/ky3b0y80/air-conditioner-new/j/h/w/-original-imagae8qqrkkm9zv.jpeg?q=70
IFB,7,copper_condenser_coil,853.68,R-32,38,4.4,545,44990,https://rukminim1.flixcart.com/image/312/312/kl6wx3k0/air-conditioner-new/e/c/z/iaci18gb5g3c-split-ifb-inverter-original-imagydaxqjcvqvqk.jpeg?q=70
Blue,Star,copper_condenser_coil,1050,R-32,50,4.0,221,25499,https://rukminim1.flixcart.com/image/312/312/kzn17680/air-conditioner-new/i/0/f/-original-imagbhp6ksdpfa6n.jpeg?q=70
Panasonic,1,copper_condenser_coil,1095,R-32,45,4.2,1125,32490,https://rukminim1.flixcart.com/image/312/312/l0sgyvk0/air-conditioner-new/l/v/t/-original-imagchbywkmadmc8.jpeg?q=70
Panasonic,1,copper_condenser_coil,880,R-32,45,4.4,0,39990,https://rukminim1.flixcart.com/image/312/312/kd4uj680/air-conditioner-new/p/x/r/cs-cu-tu12vkyw-inverter-r32-mps-1-split-panasonic-inverter-original-imafu44gvhbacxdy.jpeg?q=70
Panasonic,1.5,copper_condenser_coil,840.75,R-32,46,4.3,10156,42990,https://rukminim1.flixcart.com/image/312/312/l0r1j0w0/air-conditioner-new/n/i/w/-original-imagcgg5ktjp2p3j.jpeg?q=70
Lloyd,1,copper_condenser_coil,711.74,R-32,36,0.0,0,31499,https://rukminim1.flixcart.com/image/312/312/l0jwbrk0/air-conditioner-new/6/j/u/-original-imagcb9pkvgv6dmw.jpeg?q=70
Godrej,1.5,copper_condenser_coil,1380,R-32,40,4.2,0,39399,https://rukminim1.flixcart.com/image/312/312/kcuug7k0/air-conditioner-new/b/r/u/gic-18mtc5-wsa-mps-1-5-split-godrej-inverter-original-imaftw6ya9qdgrzn.jpeg?q=70
Whirlpool,1.5,copper_condenser_coil,1752,R-32,42,4.1,176,36000,https://rukminim1.flixcart.com/image/312/312/jucz98w0/air-conditioner-new/h/y/m/1-5t-magicool-pro-3s-copr-inv-1-5-split-whirlpool-inverter-original-imafffyzfzzyzhg6.jpeg?q=70
Panasonic,1.5,copper_condenser_coil,1770,R-32,48,4.3,10156,36990,https://rukminim1.flixcart.com/image/312/312/l0r1j0w0/air-conditioner-new/n/i/w/-original-imagcgg5ktjp2p3j.jpeg?q=70
Hitachi,1.5,copper_condenser_coil,1277.28,R-32,50,3.9,2229,27999,https://rukminim1.flixcart.com/image/312/312/l1b1oy80/air-conditioner-new/t/g/a/-original-imagcw3tzahdfnzs.jpeg?q=70
Hitachi,1.5,copper_condenser_coil,1277.65,R-32,50,3.9,2229,29499,https://rukminim1.flixcart.com/image/312/312/kn7sdjk0/air-conditioner-new/k/o/4/raw518hedo-window-hitachi-fixed-speed-original-imagfy3cmnm7m4wg.jpeg?q=70
Croma,1.5,copper_condenser_coil,1570,R-32,49,3.8,75,28490,https://rukminim1.flixcart.com/image/312/312/l1pc3gw0/air-conditioner-new/y/e/h/-original-imagd7qhxffd2ksw.jpeg?q=70
Godrej,1.5,copper_condenser_coil,1840,R-32,60,4.2,0,32990,https://rukminim1.flixcart.com/image/312/312/jwpa8i80/air-conditioner-new/m/g/h/gic-18wtc3-wsb-1-5-split-inverter-godrej-original-imafhbm5dbkyhwrm.jpeg?q=70
LG,Convertible,copper_condenser_coil,571.99,R-32,21,4.3,9470,37490,https://rukminim1.flixcart.com/image/312/312/klfhk7k0/air-conditioner-new/s/8/c/ms-q18ynza-split-lg-dual-inverter-original-imagyk3ergg9fveh.jpeg?q=70
Panasonic,1,copper_condenser_coil,1095,R-32,45,4.3,10156,32999,https://rukminim1.flixcart.com/image/312/312/l0sgyvk0/air-conditioner-new/4/8/i/-original-imagchbyyxgnsztk.jpeg?q=70
Lloyd,1.5,copper_condenser_coil,1440,R-32,57,4.1,0,34890,https://rukminim1.flixcart.com/image/312/312/kmuxevk0/air-conditioner-new/9/w/1/gls18i36wsel-split-lloyd-inverter-original-imagfnav3j88g9hd.jpeg?q=70
Hitachi,2,copper_condenser_coil,2350,R410A,37,4.2,2029,49500,https://rukminim1.flixcart.com/image/312/312/kd4uj680/air-conditioner-new/y/8/p/rmi-emi-cmi-324hbea-mps-2-split-hitachi-inverter-original-imafu44ge2gsrsvt.jpeg?q=70
CARRIER,1.5,copper_condenser_coil,1550,R-32,58,4.2,810,32999,https://rukminim1.flixcart.com/image/312/312/klphn680/air-conditioner-new/o/7/2/caw18sn5r39f0-window-carrier-fixed-speed-original-imagys52wsawg9cn.jpeg?q=70
LIVPURE,1,copper_condenser_coil,1080,R-32,45,4.2,2586,38990,https://rukminim1.flixcart.com/image/312/312/kn7sdjk0/air-conditioner-new/g/g/u/hks-in12k3s19a-split-livpure-inverter-original-imagfxxzhx7wnwjz.jpeg?q=70
SAMSUNG,1.5,copper_condenser_coil,1490,R-32,45,0.0,0,38559,https://rukminim1.flixcart.com/image/312/312/l0r1j0w0/air-conditioner-new/l/k/k/-original-imagcgzz4hjpdpga.jpeg?q=70
