dt,CLICKS,ORIGIN_IP,DEST_IP,Fraud
11/05/2022,865,1,513,0
11/05/2022,370,2,514,0
11/04/2022,56,1,513,0
11/04/2022,1163,2,514,0
11/03/2022,2324,1,513,0
11/03/2022,379,2,514,0
11/02/2022,2008,1,513,0
11/02/2022,109,2,514,0
11/01/2022,289,1,513,0
11/01/2022,773,2,514,0
10/30/2022,1735,1,513,0
10/30/2022,2947,2,514,0
10/29/2022,344,1,513,0
10/29/2022,2402,2,514,0
10/28/2022,840,1,513,0
10/28/2022,2071,2,514,0
10/27/2022,352,1,513,0
10/27/2022,1624,2,514,0
10/26/2022,2297,1,513,0
10/26/2022,543,2,514,0
10/25/2022,2123,1,513,0
10/25/2022,2647,2,514,0
10/24/2022,678,1,513,0
10/24/2022,374,2,514,0
10/23/2022,1068,1,513,0
10/23/2022,508,2,514,0
10/22/2022,2748,1,513,0
10/22/2022,225,2,514,0
10/21/2022,909,1,513,0
10/21/2022,528,2,514,0
10/20/2022,1363,1,513,0
10/20/2022,4177,2,514,0
10/19/2022,612,1,513,0
10/19/2022,926,2,514,0
10/18/2022,4053,1,513,0
10/18/2022,3482,2,514,0
10/17/2022,1136,1,513,0
10/17/2022,1049,2,514,0
10/16/2022,230,1,513,0
10/16/2022,1001,2,514,0
10/15/2022,272,1,513,0
10/15/2022,570,2,514,0
10/14/2022,623,1,513,0
10/14/2022,1424,2,514,0
10/13/2022,2466,1,513,0
10/13/2022,2625,2,514,0
10/12/2022,1569,1,513,0
10/12/2022,3969,2,514,0
10/11/2022,1949,1,513,0
10/11/2022,1654,2,514,0
10/10/2022,1138,1,513,0
10/10/2022,655,2,514,0
10/09/2022,1080,1,513,0
10/09/2022,836,2,514,0
10/08/2022,1340,1,513,0
10/08/2022,1391,2,514,0
10/07/2022,24,1,513,0
10/07/2022,666,2,514,0
10/06/2022,661,1,513,0
10/06/2022,3769,2,514,0
10/05/2022,896,1,513,0
10/05/2022,3157,2,514,0
10/04/2022,2685,1,513,0
10/04/2022,2127,2,514,0
10/03/2022,3026,1,513,0
10/03/2022,915,2,514,0
10/02/2022,1555,1,513,0
10/02/2022,1399,2,514,0
10/01/2022,964,1,513,0
10/01/2022,205,2,514,0
09/29/2022,289,1,513,0
09/29/2022,2922,2,514,0
09/28/2022,616,1,513,0
09/28/2022,981,2,514,0
09/27/2022,2964,1,513,0
09/27/2022,2583,2,514,0
09/26/2022,534,1,513,0
09/26/2022,2050,2,514,0
09/25/2022,330,1,513,0
09/25/2022,91,2,514,0
09/24/2022,3751,1,513,0
09/24/2022,1114,2,514,0
09/23/2022,118,1,513,0
09/23/2022,1102,2,514,0
09/22/2022,3466,1,513,0
09/22/2022,2475,2,514,0
09/21/2022,277,1,513,0
09/21/2022,798,2,514,0
09/20/2022,1186,1,513,0
09/20/2022,2428,2,514,0
09/19/2022,2701,1,513,0
09/19/2022,2553,2,514,0
09/18/2022,1917,1,513,0
09/18/2022,494,2,514,0
09/17/2022,541,1,513,0
09/17/2022,487,2,514,0
09/16/2022,2329,1,513,0
09/16/2022,213,2,514,0
09/15/2022,1920,1,513,0
09/15/2022,896,2,514,0
09/14/2022,1977,1,513,0
09/14/2022,4008,2,514,0
09/13/2022,1268,1,513,0
09/13/2022,5,2,514,0
09/12/2022,1676,1,513,0
09/12/2022,2250,2,514,0
09/11/2022,1328,1,513,0
09/11/2022,1051,2,514,0
09/10/2022,2924,1,513,0
09/10/2022,2650,2,514,0
09/09/2022,2493,1,513,0
09/09/2022,3025,2,514,0
09/08/2022,1276,1,513,0
09/08/2022,882,2,514,0
09/07/2022,375,1,513,0
09/07/2022,710,2,514,0
09/06/2022,1759,1,513,0
09/06/2022,2943,2,514,0
09/05/2022,466,1,513,0
09/05/2022,991,2,514,0
09/04/2022,1363,1,513,0
09/04/2022,2183,2,514,0
09/03/2022,1239,1,513,0
09/03/2022,151,2,514,0
09/02/2022,1393,1,513,0
09/02/2022,1209,2,514,0
09/01/2022,1808,1,513,0
09/01/2022,2023,2,514,0
08/30/2022,2566,1,513,0
08/30/2022,2755,2,514,0
08/29/2022,1483,1,513,0
08/29/2022,340,2,514,0
08/28/2022,2162,1,513,0
08/28/2022,2259,2,514,0
08/27/2022,509,1,513,0
08/27/2022,925,2,514,0
08/26/2022,1106,1,513,0
08/26/2022,649,2,514,0
08/25/2022,526,1,513,0
08/25/2022,1528,2,514,0
08/24/2022,2745,1,513,0
08/24/2022,3990,2,514,0
08/23/2022,130,1,513,0
08/23/2022,1371,2,514,0
08/22/2022,2151,1,513,0
08/22/2022,1556,2,514,0
08/21/2022,2800,1,513,0
08/21/2022,2884,2,514,0
08/20/2022,3713,1,513,0
08/20/2022,3471,2,514,0
08/19/2022,788,1,513,0
08/19/2022,3153,2,514,0
08/18/2022,82,1,513,0
08/18/2022,2003,2,514,0
08/17/2022,2175,1,513,0
08/17/2022,565,2,514,0
08/16/2022,2134,1,513,0
08/16/2022,3232,2,514,0
08/15/2022,2167,1,513,0
08/15/2022,4246,2,514,0
08/14/2022,2316,1,513,0
08/14/2022,2231,2,514,0
08/13/2022,3847,1,513,0
08/13/2022,4027,2,514,0
08/12/2022,2297,1,513,0
08/12/2022,2830,2,514,0
08/11/2022,4,1,513,0
08/11/2022,1225,2,514,0
08/10/2022,3477,1,513,0
08/10/2022,171,2,514,0
08/09/2022,1889,1,513,0
08/09/2022,624,2,514,0
08/08/2022,1679,1,513,0
08/08/2022,1412,2,514,0
08/07/2022,3218,1,513,0
08/07/2022,2411,2,514,0
08/06/2022,1363,1,513,0
08/06/2022,773,2,514,0
08/05/2022,829,1,513,0
08/05/2022,742,2,514,0
08/04/2022,1379,1,513,0
08/04/2022,1660,2,514,0
08/03/2022,2501,1,513,0
08/03/2022,1357,2,514,0
08/02/2022,501,1,513,0
08/02/2022,2856,2,514,0
08/01/2022,222,1,513,0
08/01/2022,264,2,514,0
07/30/2022,397,1,513,0
07/30/2022,987,2,514,0
07/29/2022,881,1,513,0
07/29/2022,1728,2,514,0
07/28/2022,2087,1,513,0
07/28/2022,643,2,514,0
01/26/2023,761,1,256,0
01/26/2023,981,2,257,0
01/25/2023,215,1,256,0
01/25/2023,975,2,257,0
01/24/2023,1535,1,256,0
01/24/2023,2402,2,257,0
01/23/2023,1204,1,256,0
01/23/2023,1909,2,257,0
01/22/2023,2671,1,256,0
01/22/2023,1061,2,257,0
01/21/2023,358,1,256,0
01/21/2023,3714,2,257,0
01/20/2023,1299,1,256,0
01/20/2023,1576,2,257,0
01/19/2023,161,1,256,0
01/19/2023,2712,2,257,0
01/18/2023,1934,1,256,0
01/18/2023,1481,2,257,0
01/17/2023,318,1,256,0
01/17/2023,507,2,257,0
01/16/2023,1250,1,256,0
01/16/2023,2005,2,257,0
01/15/2023,2445,1,256,0
01/15/2023,3186,2,257,0
01/14/2023,385,1,256,0
01/14/2023,3381,2,257,0
01/13/2023,1060,1,256,0
01/13/2023,1602,2,257,0
01/12/2023,1556,1,256,0
01/12/2023,1508,2,257,0
01/11/2023,4071,1,256,0
01/11/2023,1909,2,257,0
01/10/2023,1618,1,256,0
01/10/2023,782,2,257,0
01/09/2023,2622,1,256,0
01/09/2023,1527,2,257,0
01/08/2023,2073,1,256,0
01/08/2023,336,2,257,0
01/07/2023,1491,1,256,0
01/07/2023,505,2,257,0
01/06/2023,1647,1,256,0
01/06/2023,1885,2,257,0
01/05/2023,1058,1,256,0
01/05/2023,834,2,257,0
01/04/2023,4472,1,256,0
01/04/2023,1621,2,257,0
01/03/2023,2374,1,256,0
01/03/2023,2649,2,257,0
01/02/2023,996,1,256,0
01/02/2023,3579,2,257,0
01/01/2023,466,1,256,0
01/01/2023,650,2,257,0
12/30/2022,550,1,256,0
12/30/2022,1325,2,257,0
12/29/2022,1565,1,256,0
12/29/2022,1668,2,257,0
12/28/2022,49,1,256,0
12/28/2022,1486,2,257,0
12/27/2022,3107,1,256,0
12/27/2022,4534,2,257,0
12/26/2022,781,1,256,0
12/26/2022,2141,2,257,0
12/25/2022,1133,1,256,0
12/25/2022,899,2,257,0
12/24/2022,403,1,256,0
12/24/2022,409,2,257,0
12/23/2022,366,1,256,0
12/23/2022,913,2,257,0
12/22/2022,748,1,256,0
12/22/2022,839,2,257,0
12/21/2022,1177,1,256,0
12/21/2022,474,2,257,0
12/20/2022,913,1,256,0
12/20/2022,1591,2,257,0
12/19/2022,2010,1,256,0
12/19/2022,116,2,257,0
12/18/2022,264,1,256,0
12/18/2022,938,2,257,0
12/17/2022,2192,1,256,0
12/17/2022,575,2,257,0
12/16/2022,697,1,256,0
12/16/2022,55,2,257,0
12/15/2022,2696,1,256,0
12/15/2022,3954,2,257,0
12/14/2022,2470,1,256,0
12/14/2022,2696,2,257,0
12/13/2022,2650,1,256,0
12/13/2022,1235,2,257,0
12/12/2022,1092,1,256,0
12/12/2022,107,2,257,0
12/11/2022,1517,1,256,0
12/11/2022,842,2,257,0
12/10/2022,2561,1,256,0
12/10/2022,2480,2,257,0
12/09/2022,3620,1,256,0
12/09/2022,1581,2,257,0
12/08/2022,1879,1,256,0
12/08/2022,1771,2,257,0
12/07/2022,92500,1,256,1
12/07/2022,1713,2,257,0
12/06/2022,706,1,256,0
12/06/2022,1173,2,257,0
12/05/2022,372,1,256,0
12/05/2022,77,2,257,0
12/04/2022,1421,1,256,0
12/04/2022,1340,2,257,0
12/03/2022,1947,1,256,0
12/03/2022,299,2,257,0
12/02/2022,1026,1,256,0
12/02/2022,61300,2,257,1
12/01/2022,24,1,256,0
12/01/2022,2045,2,257,0
11/29/2022,3989,1,256,0
11/29/2022,1483,2,257,0
11/28/2022,63,1,256,0
11/28/2022,801,2,257,0
11/27/2022,691,1,256,0
11/27/2022,1666,2,257,0
11/26/2022,2501,1,256,0
11/26/2022,1066,2,257,0
11/25/2022,323,1,256,0
11/25/2022,1716,2,257,0
11/24/2022,1853,1,256,0
11/24/2022,1503,2,257,0
11/23/2022,300,1,256,0
11/23/2022,2713,2,257,0
11/22/2022,3745,1,256,0
11/22/2022,1066,2,257,0
11/21/2022,58,1,256,0
11/21/2022,1136,2,257,0
11/20/2022,66700,1,256,1
11/20/2022,2624,2,257,0
11/19/2022,682,1,256,0
11/19/2022,537,2,257,0
11/18/2022,1436,1,256,0
11/18/2022,723,2,257,0
11/17/2022,3390,1,256,0
11/17/2022,109,2,257,0
11/16/2022,861,1,256,0
11/16/2022,253,2,257,0
11/15/2022,259,1,256,0
11/15/2022,1213,2,257,0
11/14/2022,1027,1,256,0
11/14/2022,299,2,257,0
11/13/2022,1013,1,256,0
11/13/2022,576,2,257,0
11/12/2022,1696,1,256,0
11/12/2022,1340,2,257,0
11/11/2022,1206,1,256,0
11/11/2022,104,2,257,0
11/10/2022,607,1,256,0
11/10/2022,1890,2,257,0
11/09/2022,2440,1,256,0
11/09/2022,1983,2,257,0
11/08/2022,3199,1,256,0
11/08/2022,1206,2,257,0
11/07/2022,598,1,256,0
11/07/2022,766,2,257,0
11/06/2022,3952,1,256,0
11/06/2022,1312,2,257,0
11/05/2022,847,1,256,0
11/05/2022,43,2,257,0
11/04/2022,1681,1,256,0
11/04/2022,4645,2,257,0
11/03/2022,1671,1,256,0
11/03/2022,2192,2,257,0
11/02/2022,909,1,256,0
11/02/2022,2558,2,257,0
11/01/2022,1414,1,256,0
11/01/2022,647,2,257,0
10/30/2022,710,1,256,0
10/30/2022,1465,2,257,0
10/29/2022,3318,1,256,0
10/29/2022,206,2,257,0
10/28/2022,469,1,256,0
10/28/2022,124,2,257,0
10/27/2022,25,1,256,0
10/27/2022,1781,2,257,0
10/26/2022,3193,1,256,0
10/26/2022,551,2,257,0
10/25/2022,1079,1,256,0
10/25/2022,867,2,257,0
10/24/2022,705,1,256,0
10/24/2022,227,2,257,0
10/23/2022,53,1,256,0
10/23/2022,2148,2,257,0
10/22/2022,2103,1,256,0
10/22/2022,1268,2,257,0
10/21/2022,753,1,256,0
10/21/2022,1429,2,257,0
10/20/2022,901,1,256,0
10/20/2022,840,2,257,0
10/19/2022,2309,1,256,0
10/19/2022,69,2,257,0
10/18/2022,558,1,256,0
10/18/2022,2618,2,257,0
10/17/2022,466,1,256,0
10/17/2022,278,2,257,0
10/16/2022,1947,1,256,0
10/16/2022,1792,2,257,0
10/15/2022,3347,1,256,0
10/15/2022,3374,2,257,0
10/14/2022,2725,1,256,0
10/14/2022,785,2,257,0
10/13/2022,1185,1,256,0
10/13/2022,143,2,257,0
10/12/2022,1348,1,256,0
10/12/2022,380,2,257,0
10/11/2022,1587,1,256,0
10/11/2022,6,2,257,0
10/10/2022,937,1,256,0
10/10/2022,1122,2,257,0
10/09/2022,1485,1,256,0
10/09/2022,1501,2,257,0
10/08/2022,902,1,256,0
10/08/2022,3073,2,257,0
10/07/2022,1277,1,256,0
10/07/2022,1271,2,257,0
10/06/2022,2549,1,256,0
10/06/2022,655,2,257,0
10/05/2022,1647,1,256,0
10/05/2022,655,2,257,0
10/04/2022,1414,1,256,0
10/04/2022,232,2,257,0
10/03/2022,108,1,256,0
10/03/2022,312,2,257,0
10/02/2022,2759,1,256,0
10/02/2022,1351,2,257,0
10/01/2022,15,1,256,0
10/01/2022,329,2,257,0
09/29/2022,213,1,256,0
09/29/2022,288,2,257,0
09/28/2022,368,1,256,0
09/28/2022,1155,2,257,0
09/27/2022,1258,1,256,0
09/27/2022,919,2,257,0
09/26/2022,2034,1,256,0
09/26/2022,518,2,257,0
09/25/2022,1138,1,256,0
09/25/2022,798,2,257,0
09/24/2022,1283,1,256,0
09/24/2022,1542,2,257,0
09/23/2022,842,1,256,0
09/23/2022,1019,2,257,0
09/22/2022,2277,1,256,0
09/22/2022,1798,2,257,0
09/21/2022,508,1,256,0
09/21/2022,335,2,257,0
09/20/2022,1340,1,256,0
09/20/2022,3712,2,257,0
09/19/2022,3943,1,256,0
09/19/2022,2215,2,257,0
09/18/2022,1471,1,256,0
09/18/2022,1501,2,257,0
09/17/2022,2324,1,256,0
09/17/2022,396,2,257,0
09/16/2022,1805,1,256,0
09/16/2022,225,2,257,0
09/15/2022,2968,1,256,0
09/15/2022,1968,2,257,0
09/14/2022,1005,1,256,0
09/14/2022,1565,2,257,0
09/13/2022,4835,1,256,0
09/13/2022,3505,2,257,0
09/12/2022,78,1,256,0
09/12/2022,2445,2,257,0
09/11/2022,3851,1,256,0
09/11/2022,529,2,257,0
09/10/2022,1948,1,256,0
09/10/2022,92,2,257,0
09/09/2022,2530,1,256,0
09/09/2022,392,2,257,0
09/08/2022,1787,1,256,0
09/08/2022,931,2,257,0
09/07/2022,126,1,256,0
09/07/2022,248,2,257,0
09/06/2022,742,1,256,0
09/06/2022,2101,2,257,0
09/05/2022,2767,1,256,0
09/05/2022,2804,2,257,0
09/04/2022,536,1,256,0
09/04/2022,1590,2,257,0
09/03/2022,653,1,256,0
09/03/2022,220,2,257,0
09/02/2022,3759,1,256,0
09/02/2022,4207,2,257,0
09/01/2022,697,1,256,0
09/01/2022,58,2,257,0
08/30/2022,1819,1,256,0
08/30/2022,1046,2,257,0
08/29/2022,1508,1,256,0
08/29/2022,951,2,257,0
08/28/2022,1519,1,256,0
08/28/2022,3015,2,257,0
08/27/2022,4188,1,256,0
08/27/2022,2026,2,257,0
08/26/2022,3244,1,256,0
08/26/2022,2860,2,257,0
08/25/2022,204300,1,256,1
08/25/2022,2602,2,257,0
08/24/2022,4,1,256,0
08/24/2022,1046,2,257,0
08/23/2022,386,1,256,0
08/23/2022,1479,2,257,0
08/22/2022,3191,1,256,0
08/22/2022,3056,2,257,0
08/21/2022,2057,1,256,0
08/21/2022,3422,2,257,0
08/20/2022,773,1,256,0
08/20/2022,1158,2,257,0
08/19/2022,206,1,256,0
08/19/2022,48,2,257,0
08/18/2022,1017,1,256,0
08/18/2022,4774,2,257,0
08/17/2022,299,1,256,0
08/17/2022,2442,2,257,0
08/16/2022,3227,1,256,0
08/16/2022,645,2,257,0
08/15/2022,918,1,256,0
08/15/2022,1145,2,257,0
08/14/2022,1661,1,256,0
08/14/2022,2508,2,257,0
08/13/2022,775,1,256,0
08/13/2022,3251,2,257,0
08/12/2022,1109,1,256,0
08/12/2022,1146,2,257,0
08/11/2022,2745,1,256,0
08/11/2022,2291,2,257,0
08/10/2022,60,1,256,0
08/10/2022,772,2,257,0
08/09/2022,2620,1,256,0
08/09/2022,2318,2,257,0
08/08/2022,1497,1,256,0
08/08/2022,129,2,257,0
08/07/2022,1366,1,256,0
08/07/2022,1399,2,257,0
08/06/2022,422,1,256,0
08/06/2022,462,2,257,0
08/05/2022,75,1,256,0
08/05/2022,450,2,257,0
08/04/2022,603,1,256,0
08/04/2022,1173,2,257,0
08/03/2022,297,1,256,0
08/03/2022,211,2,257,0
08/02/2022,678,1,256,0
08/02/2022,414,2,257,0
08/01/2022,2844,1,256,0
08/01/2022,241,2,257,0
07/30/2022,389,1,256,0
07/30/2022,1642,2,257,0
07/29/2022,1500,1,256,0
07/29/2022,197,2,257,0
07/28/2022,886,1,256,0
07/28/2022,766,2,257,0
01/27/2023,4177,1,1541,0
01/27/2023,4479,2,1542,0
01/26/2023,1239,1,1541,0
01/26/2023,189,2,1542,0
01/25/2023,89,1,1541,0
01/25/2023,949,2,1542,0
01/24/2023,812,1,1541,0
01/24/2023,245,2,1542,0
01/23/2023,507,1,1541,0
01/23/2023,1588,2,1542,0
01/22/2023,686,1,1541,0
01/22/2023,463,2,1542,0
01/21/2023,1262,1,1541,0
01/21/2023,554,2,1542,0
01/20/2023,1378,1,1541,0
01/20/2023,1424,2,1542,0
01/19/2023,1202,1,1541,0
01/19/2023,697,2,1542,0
01/18/2023,624,1,1541,0
01/18/2023,2625,2,1542,0
01/17/2023,459,1,1541,0
01/17/2023,1286,2,1542,0
01/16/2023,700,1,1541,0
01/16/2023,3019,2,1542,0
01/15/2023,770,1,1541,0
01/15/2023,673,2,1542,0
01/14/2023,4272,1,1541,0
01/14/2023,3922,2,1542,0
01/13/2023,1072,1,1541,0
01/13/2023,1317,2,1542,0
01/12/2023,969,1,1541,0
01/12/2023,397000,2,1542,1
01/11/2023,303,1,1541,0
01/11/2023,595,2,1542,0
01/10/2023,1806,1,1541,0
01/10/2023,907,2,1542,0
01/09/2023,1292,1,1541,0
01/09/2023,888,2,1542,0
01/08/2023,409,1,1541,0
01/08/2023,533,2,1542,0
01/07/2023,62,1,1541,0
01/07/2023,1060,2,1542,0
01/06/2023,1060,1,1541,0
01/06/2023,89,2,1542,0
01/05/2023,2796,1,1541,0
01/05/2023,2902,2,1542,0
01/04/2023,938,1,1541,0
01/04/2023,605,2,1542,0
01/03/2023,997,1,1541,0
01/03/2023,489,2,1542,0
01/02/2023,713,1,1541,0
01/02/2023,258,2,1542,0
01/01/2023,529,1,1541,0
01/01/2023,40,2,1542,0
12/31/2022,1051,1,1541,0
12/31/2022,441,2,1542,0
12/30/2022,969,1,1541,0
12/30/2022,483,2,1542,0
12/29/2022,1149,1,1541,0
12/29/2022,915,2,1542,0
12/28/2022,2213,1,1541,0
12/28/2022,2302,2,1542,0
12/27/2022,1756,1,1541,0
12/27/2022,2355,2,1542,0
12/26/2022,164,1,1541,0
12/26/2022,491,2,1542,0
12/25/2022,2489,1,1541,0
12/25/2022,2202,2,1542,0
12/24/2022,171,1,1541,0
12/24/2022,1929,2,1542,0
12/23/2022,1794,1,1541,0
12/23/2022,333,2,1542,0
12/22/2022,638,1,1541,0
12/22/2022,1410,2,1542,0
12/21/2022,706,1,1541,0
12/21/2022,3686,2,1542,0
12/20/2022,621,1,1541,0
12/20/2022,470,2,1542,0
12/19/2022,499,1,1541,0
12/19/2022,2946,2,1542,0
12/18/2022,112800,1,1541,1
12/18/2022,2456,2,1542,0
12/17/2022,2462,1,1541,0
12/17/2022,2174,2,1542,0
12/16/2022,2141,1,1541,0
12/16/2022,1593,2,1542,0
12/15/2022,157,1,1541,0
12/15/2022,3943,2,1542,0
12/14/2022,1474,1,1541,0
12/14/2022,1063,2,1542,0
12/13/2022,1595,1,1541,0
12/13/2022,1688,2,1542,0
12/12/2022,565,1,1541,0
12/12/2022,404,2,1542,0
12/11/2022,1140,1,1541,0
12/11/2022,119,2,1542,0
12/10/2022,1959,1,1541,0
12/10/2022,506,2,1542,0
12/09/2022,2167,1,1541,0
12/09/2022,1037,2,1542,0
12/08/2022,854,1,1541,0
12/08/2022,378,2,1542,0
12/07/2022,253,1,1541,0
12/07/2022,1232,2,1542,0
12/06/2022,573,1,1541,0
12/06/2022,1573,2,1542,0
12/05/2022,1857,1,1541,0
12/05/2022,267,2,1542,0
12/04/2022,441,1,1541,0
12/04/2022,4,2,1542,0
12/03/2022,1367,1,1541,0
12/03/2022,1753,2,1542,0
12/02/2022,984,1,1541,0
12/02/2022,233,2,1542,0
12/01/2022,580,1,1541,0
12/01/2022,1618,2,1542,0
11/30/2022,2220,1,1541,0
11/30/2022,135600,2,1542,1
11/29/2022,1009,1,1541,0
11/29/2022,2248,2,1542,0
11/28/2022,942,1,1541,0
11/28/2022,9,2,1542,0
11/27/2022,1236,1,1541,0
11/27/2022,1561,2,1542,0
11/26/2022,20,1,1541,0
11/26/2022,36700,2,1542,1
11/25/2022,3214,1,1541,0
11/25/2022,3679,2,1542,0
11/24/2022,1568,1,1541,0
11/24/2022,612,2,1542,0
11/23/2022,419,1,1541,0
11/23/2022,2158,2,1542,0
11/22/2022,3634,1,1541,0
11/22/2022,1810,2,1542,0
11/21/2022,276,1,1541,0
11/21/2022,297,2,1542,0
11/20/2022,2976,1,1541,0
11/20/2022,2706,2,1542,0
11/19/2022,283300,1,1541,1
11/19/2022,2092,2,1542,0
11/18/2022,248,1,1541,0
11/18/2022,43,2,1542,0
11/17/2022,446,1,1541,0
11/17/2022,856,2,1542,0
11/16/2022,2207,1,1541,0
11/16/2022,2750,2,1542,0
11/15/2022,3455,1,1541,0
11/15/2022,130,2,1542,0
11/14/2022,525,1,1541,0
11/14/2022,2607,2,1542,0
11/13/2022,1661,1,1541,0
11/13/2022,928,2,1542,0
11/12/2022,1825,1,1541,0
11/12/2022,2813,2,1542,0
11/11/2022,3200,1,1541,0
11/11/2022,754,2,1542,0
11/10/2022,1087,1,1541,0
11/10/2022,2740,2,1542,0
11/09/2022,280,1,1541,0
11/09/2022,3633,2,1542,0
11/08/2022,2204,1,1541,0
11/08/2022,1551,2,1542,0
11/07/2022,697,1,1541,0
11/07/2022,42,2,1542,0
11/06/2022,72,1,1541,0
11/06/2022,837,2,1542,0
11/05/2022,1225,1,1541,0
11/05/2022,977,2,1542,0
11/04/2022,1156,1,1541,0
11/04/2022,2414,2,1542,0
11/03/2022,2573,1,1541,0
11/03/2022,1310,2,1542,0
11/02/2022,1468,1,1541,0
11/02/2022,982,2,1542,0
11/01/2022,464,1,1541,0
11/01/2022,1639,2,1542,0
10/31/2022,2126,1,1541,0
10/31/2022,1813,2,1542,0
10/30/2022,1867,1,1541,0
10/30/2022,1665,2,1542,0
10/29/2022,3741,1,1541,0
10/29/2022,2956,2,1542,0
10/28/2022,492,1,1541,0
10/28/2022,1652,2,1542,0
10/27/2022,1152,1,1541,0
10/27/2022,1943,2,1542,0
10/26/2022,2544,1,1541,0
10/26/2022,1854,2,1542,0
10/25/2022,725,1,1541,0
10/25/2022,752,2,1542,0
10/24/2022,1371,1,1541,0
10/24/2022,1071,2,1542,0
10/23/2022,1539,1,1541,0
10/23/2022,2376,2,1542,0
10/22/2022,539,1,1541,0
10/22/2022,601,2,1542,0
10/21/2022,2253,1,1541,0
10/21/2022,2420,2,1542,0
10/20/2022,515,1,1541,0
10/20/2022,556,2,1542,0
10/19/2022,1986,1,1541,0
10/19/2022,2384,2,1542,0
10/18/2022,605,1,1541,0
10/18/2022,213,2,1542,0
10/17/2022,2851,1,1541,0
10/17/2022,1129,2,1542,0
10/16/2022,972,1,1541,0
10/16/2022,578,2,1542,0
10/15/2022,513,1,1541,0
10/15/2022,216,2,1542,0
10/14/2022,2629,1,1541,0
10/14/2022,705,2,1542,0
10/13/2022,195,1,1541,0
10/13/2022,1451,2,1542,0
10/12/2022,1563,1,1541,0
10/12/2022,1090,2,1542,0
10/11/2022,660,1,1541,0
10/11/2022,2603,2,1542,0
10/10/2022,1082,1,1541,0
10/10/2022,2309,2,1542,0
10/09/2022,1604,1,1541,0
10/09/2022,1820,2,1542,0
10/08/2022,1879,1,1541,0
10/08/2022,464,2,1542,0
10/07/2022,1405,1,1541,0
10/07/2022,746,2,1542,0
10/06/2022,1280,1,1541,0
10/06/2022,2125,2,1542,0
10/05/2022,1990,1,1541,0
10/05/2022,2219,2,1542,0
10/04/2022,1386,1,1541,0
10/04/2022,2477,2,1542,0
10/03/2022,409,1,1541,0
10/03/2022,1884,2,1542,0
10/02/2022,626,1,1541,0
10/02/2022,376,2,1542,0
10/01/2022,1661,1,1541,0
10/01/2022,406,2,1542,0
09/30/2022,1854,1,1541,0
09/30/2022,2190,2,1542,0
09/29/2022,539,1,1541,0
09/29/2022,1023,2,1542,0
09/28/2022,1028,1,1541,0
09/28/2022,1147,2,1542,0
09/27/2022,3077,1,1541,0
09/27/2022,3487,2,1542,0
09/26/2022,1178,1,1541,0
09/26/2022,521,2,1542,0
09/25/2022,4047,1,1541,0
09/25/2022,848,2,1542,0
09/24/2022,1978,1,1541,0
09/24/2022,996,2,1542,0
09/23/2022,3899,1,1541,0
09/23/2022,1117,2,1542,0
09/22/2022,2037,1,1541,0
09/22/2022,781,2,1542,0
09/21/2022,3181,1,1541,0
09/21/2022,362,2,1542,0
09/20/2022,73,1,1541,0
09/20/2022,1121,2,1542,0
09/19/2022,443,1,1541,0
09/19/2022,742,2,1542,0
09/18/2022,2840,1,1541,0
09/18/2022,2930,2,1542,0
09/17/2022,608,1,1541,0
09/17/2022,1064,2,1542,0
09/16/2022,1200,1,1541,0
09/16/2022,3301,2,1542,0
09/15/2022,2648,1,1541,0
09/15/2022,3697,2,1542,0
09/14/2022,407,1,1541,0
09/14/2022,1146,2,1542,0
09/13/2022,54300,1,1541,1
09/13/2022,1897,2,1542,0
09/12/2022,2036,1,1541,0
09/12/2022,1404,2,1542,0
09/11/2022,332,1,1541,0
09/11/2022,1522,2,1542,0
09/10/2022,3073,1,1541,0
09/10/2022,637,2,1542,0
09/09/2022,177,1,1541,0
09/09/2022,1029,2,1542,0
09/08/2022,570,1,1541,0
09/08/2022,420,2,1542,0
09/07/2022,200,1,1541,0
09/07/2022,620,2,1542,0
09/06/2022,750,1,1541,0
09/06/2022,574,2,1542,0
09/05/2022,126,1,1541,0
09/05/2022,110100,2,1542,1
09/04/2022,1588,1,1541,0
09/04/2022,729,2,1542,0
09/03/2022,342,1,1541,0
09/03/2022,1143,2,1542,0
09/02/2022,1793,1,1541,0
09/02/2022,999,2,1542,0
09/01/2022,3412,1,1541,0
09/01/2022,1959,2,1542,0
08/31/2022,2810,1,1541,0
08/31/2022,2730,2,1542,0
08/30/2022,819,1,1541,0
08/30/2022,2113,2,1542,0
08/29/2022,1525,1,1541,0
08/29/2022,668,2,1542,0
08/28/2022,1652,1,1541,0
08/28/2022,201,2,1542,0
08/27/2022,236,1,1541,0
08/27/2022,1554,2,1542,0
08/26/2022,916,1,1541,0
08/26/2022,1134,2,1542,0
08/25/2022,3134,1,1541,0
08/25/2022,204,2,1542,0
08/24/2022,1685,1,1541,0
08/24/2022,1738,2,1542,0
08/23/2022,2353,1,1541,0
08/23/2022,1197,2,1542,0
08/22/2022,188,1,1541,0
08/22/2022,1640,2,1542,0
08/21/2022,2435,1,1541,0
08/21/2022,1943,2,1542,0
08/20/2022,1880,1,1541,0
08/20/2022,531,2,1542,0
08/19/2022,720,1,1541,0
08/19/2022,2497,2,1542,0
08/18/2022,1671,1,1541,0
08/18/2022,479,2,1542,0
08/17/2022,1187,1,1541,0
